product_id,product_category,sub_type,model_name,capacity_tons,capacity_liters,capacity_kg,capacity_place_settings,technology,feature_1,energy_rating_stars,color,price_inr,manufacturing_date,warranty_years,customer_rating,platform,discount_offered,warranty_duration_months,review_sentiment,return_status,complaint_text,resolved_status,review_date,reviewer_location,product_name,username,capacity_unified,price_density_score,warranty_quality_interaction
PID371392,Washing Machine,Top Load,Model_B235,1.5,50.0,8.0,12.0,Semi-Automatic,ProSmart Inverter Motor,3.0,Silver,11120.0,2022-03-31,10.0,4.7,Amazon,5.0,120.0,Negative,Not Returned,Delivered with damaged packaging.,In Progress,2023-04-12,Delhi,Voltas Top Load Washing Machine (Model_B235),priya992,1.5 Tons,7413.328391114406,47.0
PID176937,Dishwasher,Full Size,Model_A0,1.5,50.0,7.0,12.0,Electronic Control,AquaIntense,1.0,Silver,84281.0,2023-09-22,5.0,4.8,Croma,15.0,60.0,Positive,Not Returned,No issues so far.,In Progress,2022-10-02,Hyderabad,Voltas Full Size Dihswasher (Model_P93),priya_user737,1.5 Tons,56187.295875136086,24.0
PID890270,Water Dispenser,Top Loading,Model_Q42,1.5,15.0,7.0,12.0,Compressor Cooling,Hot & Cold,5.0,Grey,46511.0,2023-11-12,5.0,4.0,Vijay Sales,25.0,60.0,Negative,Not Returned,Noisy operation at night.,Resolved,2022-02-15,Chennai,Voltas Top Loading Water Dispenser (Model_Q42),neha_deals99,1.5 Tons,31007.31266179156,20.0
PID853697,Dishwasher,Full Size,Model_H189,1.5,50.0,7.0,12.0,Electronic Control,Hygiene+,3.0,Black,19414.0,2022-08-03,5.0,3.9,Amazon,25.0,60.0,Neutral,Not Returned,Slow installation service.,Resolved,2022-12-27,Chennai,Voltas Full Size Dishwasher (Model_H189),ajaydeals2,1.5 Tons,12942.658038227975,19.5
PID276943,Air Cooler,Personal,Model_T357,1.5,70.0,7.0,12.0,Evaporative Cooling,Ice Chamber,4.0,Grey,72790.0,2024-02-07,5.0,4.2,Flipkart,10.0,60.0,Positive,Not Returned,Remote stopped working.,In Progress,2024-05-22,Pune,Voltas Personal Air Cooler (Model_T357),kiran_204,1.5 Tons,48526.634315577125,21.0
PID946307,Air Cooler,Desert,Model_S148,1.5,50.0,7.0,12.0,Evaporative Cooling,Ice Chamber,4.0,Black,72662.0,2023-08-11,10.0,3.0,Croma,30.0,120.0,Positive,Returned,Remote stopped working.,In Progress,2022-10-25,Pune,VoltasD esert Air Cooler (Model_S148),shilpakart65,1.5 Tons,48441.301039132646,30.0
PID178724,Washing Machine,Front Load,Model_S122,1.5,50.0,8.0,12.0,Fully-Automatic,ProSmart Inverter Motor,4.0,Grey,71567.0,2024-04-27,1.0,3.9,Amazon,5.0,12.0,Negative,Not Returned,Cooling issue after 2 months.,Resolved,2022-08-09,Hyderabad,Voltas Front Load Washing Machine (Model_S122),seema_deals2,1.5 Tons,47711.30152579898,3.9
PID288877,Dishwasher,Table Top,Model_O482,1.5,50.0,7.0,14.0,Electronic Control,ProSmart Inverter Motor,3.0,Blue,76894.0,2024-02-27,1.0,4.0,Vijay Sales,20.0,12.0,Neutral,Returned,Remote stopped working.,In Progress,2023-12-03,Delhi,Voltas Table Top Dishwasher (Model_O482),preeti_online1,1.5 Tons,51262.63249157834,4.0
PID641296,Refrigerator,Double Door,Model_G318,1.5,450.0,7.0,12.0,Frost Free,StoreFresh+,4.0,Blue,37787.0,2022-01-03,1.0,5.0,Flipkart,20.0,12.0,Negative,Not Returned,Cooling issue after 2 months.,Unresolved,2024-02-01,Hyderabad,Voltas Double Door Refrigerator (Model_G318),nisha.5,1.5 Tons,25191.31653912231,5.0
PID662738,Water Dispenser,Top Loading,Model_P119,1.5,15.0,7.0,12.0,Compressor Cooling,Hot & Cold,5.0,Blue,21233.0,2022-07-31,1.0,3.8,Flipkart,30.0,12.0,Neutral,Not Returned,Remote stopped working.,Unresolved,2022-09-04,Delhi,Voltas Top Loading Water Dispenser (Model_P119),vinod.4,1.5 Tons,14155.323896450736,3.8
PID552702,Refrigerator,Double Door,Model_U332,1.5,450.0,7.0,12.0,Direct Cool,Active Fresh Blue Light,1.0,Grey,29024.0,2022-08-01,10.0,3.1,Flipkart,30.0,120.0,Neutral,Not Returned,Excellent performance.,Resolved,2023-10-25,Chennai,Voltas Double Door Refrigerator (Model_U332),sanjay_reviews74,1.5 Tons,19349.32043378638,31.0
PID543933,Washing Machine,Front Load,Model_F135,1.5,50.0,6.5,12.0,Semi-Automatic,ProSmart Inverter Motor,1.0,Blue,62186.0,2022-02-07,2.0,4.0,Flipkart,20.0,24.0,Negative,Returned,Excellent performance.,Resolved,2024-04-07,Hyderabad,Voltas Front Load Washing Machine (Model_F135),swati_142,1.5 Tons,41457.30569512954,8.0
PID284287,Washing Machine,Front Load,Model_Y232,1.5,50.0,7.0,12.0,Semi-Automatic,SteamWash,3.0,Blue,36361.0,2022-11-07,2.0,4.2,Amazon,30.0,24.0,Negative,Not Returned,Delivered with damaged packaging.,Unresolved,2022-04-13,Hyderabad,Voltas Front Load Washing Machine (Model_Y232),deepa.26,1.5 Tons,24240.650506233,8.4
PID772862,Air Conditioner,Window AC,Model_M194,1.5,50.0,7.0,12.0,Non-Inverter,Adjustable Cooling,4.0,Black,46386.0,2022-10-24,2.0,3.3,Flipkart,5.0,24.0,Negative,Returned,Excellent performance.,Resolved,2022-09-06,Ahmedabad,Votlas Window AC Air Conditioner (Model_M194),suresh_express9,1.5 Tons,30923.979384013743,6.6
PID612803,Air Cooler,Bottom Loading,Model_L323,1.5,50.0,7.0,12.0,Evaporative Cooling,Remote Control,3.0,Grey,36876.0,2023-03-14,10.0,4.6,Croma,5.0,120.0,Negative,Not Returned,Delivered with damaged packaging.,Unresolved,2023-12-02,Delhi,Voltas Desert Air Cooler (Model_L323),ravi321,1.5 Tons,24583.983610677595,46.0
PID342398,Air Conditioner,Inverter AC,Model_P483,1.5,50.0,7.0,12.0,Inverter,Turbo Mode,1.0,Grey,30904.0,2022-10-08,10.0,3.4,Croma,0.0,120.0,Neutral,Returned,Remote stopped working.,In Progress,2023-03-19,Delhi,Voltas Inverter AC Air Conditioner (Model_P483),komal_32,1.5 Tons,20602.652931564717,34.0
PID103620,Dishwasher,Table Top,Model_T227,1.5,50.0,7.0,8.0,Electronic Control,AquaIntense,3.0,White,83970.0,2022-04-05,5.0,3.6,Vijay Sales,20.0,60.0,Positive,Returned,Excellent performance.,Unresolved,2023-01-21,Mumbai,Voltas Table Top Dishwasher (Model_T227),rajesh.deals959,1.5 Tons,55979.96268002488,18.0
PID974858,Air Conditioner,Split AC,Model_V359,2.0,50.0,7.0,12.0,Non-Inverter,Turbo Mode,2.0,Silver,63605.0,2023-12-06,2.0,4.0,Croma,10.0,24.0,Positive,Not Returned,Cooling issue after 2 months.,Resolved,2023-03-21,Bangalore,Voltas Split AC Air Conditioner (Model_V359),komalexpress52,2.0 Tons,31802.48409875795,8.0
PID242516,Washing Machine,Top Load,Model_Q458,1.5,50.0,8.0,12.0,Fully-Automatic,ProSmart Inverter Motor,3.0,White,47999.0,2022-04-22,2.0,3.2,Flipkart,5.0,24.0,Neutral,Not Returned,Slow installation service.,Resolved,2024-02-15,Delhi,Voltas Top Load Washing Machine (Model_Q458),deepa55,1.5 Tons,31999.312000458667,6.4
PID966079,Washing Machine,Front Load,Model_S96,1.5,50.0,6.0,12.0,Fully-Automatic,ProSmart Inverter Motor,3.0,White,58325.0,2023-01-19,1.0,4.8,Croma,30.0,12.0,Negative,Returned,Excellent performance.,Resolved,2022-06-21,Hyderabad,Voltas Front Load Washing Machine (Model_S96),nisha_52,1.5 Tons,38883.30741112839,4.8
PID744276,Dishwasher,Bottom Loading,Model_F447,1.5,50.0,7.0,15.0,Electronic Control,Hygiene+,3.0,Grey,26145.0,2022-04-23,1.0,3.1,Amazon,5.0,12.0,Neutral,Returned,Excellent performance.,Unresolved,2024-06-11,Ahmedabad,Voltas Full Size Dishwasher (Model_F447),vinod_25,1.5 Tons,17429.988380007748,3.1
PID795140,Dishwasher,Table Top,Model_D263,1.5,50.0,7.0,8.0,Electronic Control,Hygiene+,3.0,White,23117.0,,1.0,4.6,Flipkart,10.0,12.0,Neutral,Returned,Cooling issue after 2 months.,Unresolved,2024-03-08,Ahmedabad,Voltas Table Top Dishwahser (Model_D263),vinod.express86,1.5 Tons,15411.323059117962,4.6
PID908455,Dishwasher,Table Top,Model_K478,1.5,50.0,7.0,15.0,Electronic Control,AquaIntense,2.0,Blue,48993.0,2024-04-23,2.0,4.6,Amazon,30.0,24.0,Neutral,Returned,Slow installation service.,Resolved,2022-01-18,Hyderabad,Voltas Table Top Dishwasher (Model_K478),priya_online2,1.5 Tons,32661.97822534785,9.2
PID900598,Water Dispenser,Bottom Loading,Model_D471,1.5,20.0,7.0,12.0,Compressor Cooling,Hot & Cold,2.0,Black,81124.0,2022-08-08,2.0,3.4,Vijay Sales,30.0,60.0,Negative,Returned,Slow installation service.,Unresolved,2023-02-19,Ahmedabad,Voltas Bottom Laoding Water Dispenser (Model_D471),rahul.9,1.5 Tons,54082.6306115796,6.8
PID916646,Dishwasher,Full Size,Model_X465,1.5,50.0,7.0,14.0,Electronic Control,ProSmart Inverter Motor,5.0,Silver,23878.0,2022-11-08,1.0,3.1,Vijay Sales,30.0,12.0,Neutral,Returned,Delivered with damaged packaging.,Resolved,2023-10-22,Hyderabad,Voltas Full Size Dishwasher (Model_X465),anita_india21,1.5 Tons,15918.656054229295,3.1
PID980579,Air Cooler,Desert,Model_U384,1.5,20.0,7.0,12.0,Evaporative Cooling,Honeycomb Pads,3.0,White,82103.0,2022-09-04,10.0,4.3,Amazon,25.0,120.0,Neutral,Returned,Delivered with damaged packaging.,In Progress,2023-10-06,Ahmedabad,Vlotas Single Door Refrigerator (Model_N325),swati_user2,1.5 Tons,54735.29684313544,43.0
PID778166,Air Cooler,Tower,Model_H241,1.5,70.0,7.0,12.0,Evaporative Cooling,Honeycomb Pads,3.0,Black,27798.0,2022-06-24,10.0,4.6,Amazon,5.0,120.0,Positive,Returned,Cooling issue after 2 months.,Resolved,2022-11-10,Chennai,Voltas TowerA ir Cooler (Model_H241),seema76,1.5 Tons,18531.98764534157,46.0
PID107045,Refrigerator,Single Door,Model_T279,1.5,250.0,7.0,12.0,Frost Free,Active Fresh Blue Light,3.0,Blue,54909.0,2022-02-15,5.0,4.0,Croma,5.0,60.0,Negative,Returned,Slow installation service.,Unresolved,,Pune,Voltas Single Door Refrigerator (Model_T279),amit_deals19,1.5 Tons,36605.97559601627,20.0
PID904720,Air Conditioner,Split AC,Model_G344,2.0,50.0,7.0,12.0,Non-Inverter,Self Diagnosis,3.0,Grey,78583.0,2024-03-23,2.0,4.0,Vijay Sales,15.0,24.0,Negative,Not Returned,No issues so far.,Unresolved,2023-01-17,Hyderabad,Voltas Split AC Air Conditioner (Model_G344),rahul_zone047,2.0 Tons,39291.48035425982,8.0
PID938559,Air Cooler,Tower,Model_E472,1.5,20.0,7.0,12.0,Evaporative Cooling,Honeycomb Pads,3.0,Blue,48331.0,2023-09-05,5.0,4.4,Flipkart,30.0,60.0,Positive,Not Returned,Remote stopped working.,Resolved,2023-09-29,Pune,Voltas Tower Air Cooler (Model_E472),divya_zone58,1.5 Tons,32220.645186236543,22.0
PID651778,Dishwasher,Table Top,Model_E342,1.5,50.0,7.0,15.0,Electronic Control,ProSmart Inverter Motor,2.0,White,41418.0,2023-04-24,2.0,4.1,Flipkart,15.0,24.0,Neutral,Not Returned,No issues so far.,Resolved,2023-01-02,Delhi,Voltas Table Top Dishwasher (Model_E342),sanjay.zone8,1.5 Tons,27611.981592012275,8.2
PID836865,Water Dispenser,Bottom Loading,Model_D315,1.5,20.0,7.0,12.0,Compressor Cooling,Hot & Cold,3.0,Blue,84931.0,2023-04-04,10.0,4.2,Flipkart,5.0,120.0,Negative,Not Returned,Delivered with damaged packaging.,In Progress,2023-11-21,Hyderabad,Voltas Bottom Loading Water Dispenser (Model_D315),divya38,1.5 Tons,56620.628919580726,42.0
PID961083,Air Conditioner,Window AC,Model_V177,2.0,50.0,7.0,12.0,Non-Inverter,Self Diagnosis,3.0,Grey,45387.0,2022-10-20,10.0,3.5,Vijay Sales,5.0,120.0,Neutral,Returned,Noisy operation at night.,Unresolved,2024-04-04,Mumbai,Voltas Window AC Air Conditioner (Model_V177),amit.reviews470,2.0 Tons,22693.48865325567,35.0
PID219721,Washing Machine,Top Load,Model_R251,1.5,50.0,8.0,12.0,Fully-Automatic,GentleWave Drum,3.0,Blue,81045.0,2023-06-17,1.0,4.6,Vijay Sales,25.0,12.0,Negative,Returned,No issues so far.,In Progress,2024-06-05,Chennai,Voltas Top Load Washing Machine (Model_R251),mukesh_reviews46,1.5 Tons,54029.96398002402,4.6
PID725945,Dishwasher,Full Size,Model_F109,1.5,50.0,7.0,12.0,Electronic Control,Hygiene+,1.0,Blue,83862.0,2022-04-09,1.0,3.7,Croma,0.0,12.0,Positive,Returned,No issues so far.,In Progress,2024-01-01,Ahmedabad,Voltas Full Size Dishwasher (Model_F109),vinod.8,1.5 Tons,55907.96272802485,3.7
PID729854,Refrigerator,Top Load,Model_L37,1.5,50.0,8.0,12.0,Fully-Automatic,ProSmart Inverter Motor,1.0,Grey,22006.0,2022-12-02,1.0,4.3,Amazon,30.0,12.0,Neutral,Not Returned,Excellent performance.,Unresolved,2022-10-30,Ahmedabad,Voltas Top Load Washing Machine (Model_L37),kiran_reviews8,1.5 Tons,14670.656886228744,4.3
PID628530,Washing Machine,Front Load,Model_D159,1.5,50.0,7.0,12.0,Fully-Automatic,ProSmart Inverter Motor,1.0,Silver,49974.0,2024-06-18,10.0,4.9,Flipkart,0.0,120.0,Positive,Returned,No issues so far.,Resolved,2023-06-08,Bangalore,Voltas Front Load Washing Machine (Model_D159),seema_zone289,1.5 Tons,33315.977789348144,49.0
PID931079,Water Dispenser,Bottom Loading,Model_T409,1.5,20.0,7.0,12.0,Compressor Cooling,Hot & Cold,1.0,White,57257.0,2024-06-27,10.0,3.8,Flipkart,25.0,120.0,Positive,Returned,Remote stopped working.,In Progress,2023-12-10,Hyderabad,Vlotas Single Door Refrigerator (Model_N325),shilpa.online5,1.5 Tons,38171.30788579475,38.0
PID443464,Water Dispenser,Top Loading,Model_L479,1.5,15.0,7.0,12.0,Compressor Cooling,Normal & Cold,2.0,Blue,9258.0,2022-08-26,2.0,4.3,Croma,0.0,24.0,Negative,Returned,Remote stopped working.,Unresolved,2022-03-03,Delhi,Voltas Top Loading Water Dispenser (Model_L479),neha8,1.5 Tons,6171.995885336077,8.6
PID376017,Dishwasher,Table Top,Model_G84,1.5,50.0,7.0,12.0,Electronic Control,ProSmart Inverter Motor,1.0,White,21594.0,2024-03-27,2.0,3.7,Vijay Sales,15.0,24.0,Positive,Not Returned,No issues so far.,In Progress,2024-03-18,Bangalore,Voltas Table Top Dishwasher (Model_G84),sureshexpress6,1.5 Tons,14395.990402673066,7.4
PID199931,Air Cooler,Personal,Model_X205,1.5,90.0,7.0,12.0,Evaporative Cooling,Remote Control,3.0,Silver,77210.0,2022-02-17,2.0,4.6,Flipkart,0.0,24.0,Neutral,Returned,Noisy operation at night.,In Progress,2023-08-11,Mumbai,Voltas Personal Air Cooler (Model_X205),mohan_buyer93,1.5 Tons,51473.29901780066,9.2
PID889354,Water Dispenser,Bottom Loading,Model_O274,1.5,15.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",3.0,Grey,28742.0,2022-07-27,5.0,4.0,Croma,30.0,60.0,Negative,Not Returned,Remote stopped working.,In Progress,,Ahmedabad,Voltas Bottom Loading Water Dispenser (Model_O274),nisha.shop36,1.5 Tons,19161.320559119627,20.0
PID672757,Water Dispenser,Bottom Loading,Model_E316,1.5,15.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",4.0,Silver,78565.0,,10.0,4.3,Vijay Sales,25.0,120.0,Negative,Returned,Excellent performance.,In Progress,2022-11-15,Hyderabad,Voltas Bottom Loading Water Dispenser (Model_E316),rajesh_00,1.5 Tons,52376.63174891217,43.0
PID644691,Refrigerator,Double Door,Model_P41,1.5,550.0,7.0,12.0,Direct Cool,Active Fresh Blue Light,3.0,White,14939.0,2022-09-12,5.0,4.6,Amazon,0.0,60.0,Neutral,Not Returned,Delivered with damaged packaging.,Resolved,2022-01-08,Hyderabad,Voltas Double Door Refrigeratro (Model_P41),amit.67,1.5 Tons,9959.326693782205,23.0
PID169970,Water Dispenser,Top Loading,Model_Y154,1.5,15.0,7.0,12.0,Compressor Cooling,Hot & Cold,5.0,White,60458.0,2022-02-13,10.0,3.5,Amazon,20.0,120.0,Neutral,Not Returned,Slow installation service.,In Progress,2023-02-07,Mumbai,Voltas Top Loading Water Dispenser (Model_Y154),rohit.online04,1.5 Tons,40305.30646312903,35.0
PID122130,Water Dispenser,Bottom Loading,Model_N481,1.5,20.0,7.0,12.0,Compressor Cooling,Normal & Cold,1.0,Blue,46386.0,2023-03-03,10.0,3.8,Vijay Sales,0.0,120.0,Positive,Not Returned,Remote stopped working.,Resolved,2022-04-24,Hyderabad,Voltas Bottom Loading Water Dispenser (Model_N481),arjunshop30,1.5 Tons,30923.979384013743,38.0
PID335336,Washing Machine,Top Load,Model_M402,1.5,50.0,8.0,12.0,Semi-Automatic,SteamWash,1.0,Grey,12030.0,2023-03-22,1.0,4.7,Croma,15.0,12.0,Negative,Returned,Noisy operation at night.,Unresolved,2022-09-07,Hyderabad,Voltas Top Load Washing Machine (Model_M402),amit_buyer979,1.5 Tons,8019.994653336898,4.7
PID244072,Water Dispenser,Top Loading,Model_V47,1.5,20.0,7.0,12.0,Compressor Cooling,Hot & Cold,4.0,Blue,84533.0,2024-01-29,1.0,3.9,Vijay Sales,0.0,12.0,Negative,Returned,No issues so far.,In Progress,2024-05-16,Pune,Voltas Top Loading Water Dispenser (Model_V47),vinod.80,1.5 Tons,56355.29576313616,3.9
PID741321,Air Conditioner,Inverter AC,Model_M298,2.0,50.0,7.0,12.0,Inverter,Adjustable Cooling,5.0,Grey,57804.0,2022-04-20,2.0,3.4,Croma,30.0,24.0,Negative,Returned,Excellent performance.,In Progress,2022-07-03,Bangalore,Voltas Inverter AC Air Conditioner (Model_M298),arjun9,2.0 Tons,28901.985549007222,6.8
PID536856,Air Cooler,Personal,Model_S252,1.5,20.0,7.0,12.0,Evaporative Cooling,Ice Chamber,1.0,Black,60483.0,2023-07-18,2.0,3.4,Amazon,5.0,24.0,Neutral,Returned,Remote stopped working.,In Progress,2023-05-09,Pune,Voltas Personal Air Cooler (Model_S252),sanjay419,1.5 Tons,40321.97311868459,6.8
PID510809,Dishwasher,Full Size,Model_S382,1.5,50.0,7.0,8.0,Electronic Control,ProSmart Inverter Motor,4.0,White,77550.0,,2.0,4.1,Croma,20.0,24.0,Neutral,Returned,Excellent performance.,Unresolved,2024-01-17,Chennai,Voltas Full Size Dishwasher (Model_S382),kiran2,1.5 Tons,51699.96553335631,8.2
PID480740,Air Cooler,Personal,Model_N429,1.5,70.0,7.0,12.0,Compressor Cooling,Ice Chamber,1.0,Grey,77471.0,2022-06-19,2.0,4.4,Amazon,5.0,24.0,Negative,Returned,Cooling issue after 2 months.,In Progress,2024-02-03,Mumbai,Voltas Personal Air Cooler (Model_N429),sanjay.5,1.5 Tons,51647.298901800736,8.8
